DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
1.0;0101;4.0;2013.0;19.0;2.0;1.0;0101;32.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;43;NEOG
22.0;2204;11.0;2013.0;8.0;10.0;22.0;2201;31.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;43;NEOG
5.0;0501;1.0;2014.0;6.0;9.0;5.0;0501;30.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;43;NEOG
1.0;0101;10.0;2013.0;25.0;6.0;1.0;0108;44.0;40.0;4.0;9.0;320.0;320.0;4.0;9.0;43;NEOG
1.0;0114;2.0;2014.0;26.0;12.0;1.0;0114;49.0;38.0;4.0;4.0;320.0;320.0;4.0;3.0;43;NEOG
19.0;1901;1.0;2014.0;26.0;12.0;19.0;1901;39.0;36.0;4.0;4.0;320.0;320.0;4.0;9.0;43;NEOG
5.0;0513;2.0;2013.0;25.0;1.0;5.0;0502;41.0;31.0;4.0;4.0;320.0;320.0;9.0;9.0;43;NEOG
5.0;0501;6.0;2013.0;1.0;4.0;5.0;0501;32.0;29.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
1.0;0101;6.0;2014.0;11.0;11.0;7.0;0713;33.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
19.0;1901;9.0;2013.0;28.0;6.0;19.0;1901;28.0;28.0;4.0;4.0;320.0;320.0;4.0;9.0;43;NEOG
1.0;0101;3.0;2014.0;12.0;12.0;1.0;0101;35.0;27.0;4.0;4.0;320.0;320.0;4.0;5.0;43;NEOG
3.0;0303;3.0;2013.0;20.0;2.0;3.0;0301;27.0;27.0;4.0;9.0;320.0;320.0;4.0;5.0;43;NEOG
1.0;0112;11.0;2013.0;25.0;9.0;1.0;0101;27.0;25.0;4.0;1.0;320.0;320.0;4.0;9.0;43;NEOG
22.0;2201;9.0;2013.0;28.0;8.0;22.0;2201;20.0;25.0;4.0;4.0;320.0;320.0;3.0;4.0;43;NEOG
19.0;1901;1.0;2014.0;12.0;11.0;19.0;1901;24.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
3.0;0302;6.0;2013.0;9.0;5.0;3.0;0301;25.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
13.0;1301;11.0;2013.0;8.0;10.0;13.0;1301;23.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
7.0;0701;10.0;2013.0;22.0;8.0;7.0;0701;34.0;22.0;4.0;4.0;320.0;320.0;5.0;4.0;43;NEOG
11.0;1101;5.0;2014.0;20.0;3.0;11.0;1101;24.0;22.0;4.0;4.0;320.0;320.0;4.0;3.0;43;NEOG
1.0;0101;4.0;2013.0;18.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;9999.0;9999.0;9.0;9.0;43;NEOG
1.0;0101;2.0;2014.0;8.0;5.0;1.0;0117;24.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;43;NEOG
1.0;0102;6.0;2013.0;14.0;5.0;1.0;0101;41.0;38.0;4.0;4.0;320.0;320.0;4.0;4.0;43;12
5.0;0501;11.0;2013.0;15.0;8.0;5.0;0501;999.0;38.0;9.0;4.0;320.0;320.0;9.0;5.0;43;24
16.0;1601;10.0;2013.0;14.0;8.0;16.0;1601;26.0;25.0;4.0;4.0;320.0;320.0;4.0;4.0;43;23
16.0;1602;5.0;2013.0;6.0;2.0;16.0;1601;28.0;27.0;4.0;1.0;320.0;320.0;4.0;4.0;43;23
19.0;1902;4.0;2014.0;18.0;12.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;23
11.0;1102;2.0;2014.0;4.0;6.0;11.0;1101;40.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;43;23
10.0;1013;10.0;2013.0;2.0;9.0;10.0;1013;57.0;58.0;4.0;4.0;320.0;320.0;4.0;4.0;43;23
16.0;1601;5.0;2013.0;6.0;3.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;23
1.0;0101;3.0;2013.0;11.0;2.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;23
21.0;2101;2.0;2014.0;17.0;12.0;21.0;2106;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;75
22.0;2214;7.0;2013.0;17.0;6.0;22.0;2201;999.0;36.0;9.0;9.0;320.0;320.0;9.0;3.0;43;75
1.0;0101;5.0;2013.0;10.0;1.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;IGNORADO
18.0;1801;5.0;2013.0;20.0;5.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;IGNORADO
20.0;2001;7.0;2013.0;25.0;2.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;IGNORADO
4.0;0409;3.0;2014.0;11.0;12.0;4.0;0409;29.0;24.0;1.0;1.0;320.0;320.0;4.0;3.0;43;IGNORADO
11.0;1105;10.0;2013.0;8.0;8.0;11.0;1101;56.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;43;IGNORADO
14.0;1401;11.0;2013.0;17.0;10.0;14.0;1401;52.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;43;IGNORADO
18.0;1801;5.0;2014.0;24.0;10.0;18.0;1801;39.0;999.0;4.0;9.0;320.0;320.0;4.0;1.0;43;IGNORADO
4.0;0415;7.0;2013.0;3.0;6.0;4.0;0401;35.0;999.0;4.0;9.0;320.0;320.0;5.0;9.0;43;IGNORADO
3.0;0302;6.0;2013.0;12.0;4.0;3.0;0301;25.0;24.0;4.0;4.0;320.0;320.0;4.0;9.0;43;IGNORADO
11.0;1102;2.0;2013.0;9.0;1.0;11.0;1101;999.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;43;IGNORADO
10.0;1001;7.0;2013.0;9.0;5.0;10.0;1001;31.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;43;41
1.0;0101;6.0;2014.0;10.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
16.0;1601;4.0;2014.0;2.0;1.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
10.0;1001;10.0;2013.0;12.0;9.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
1.0;0101;1.0;2014.0;17.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0101;1.0;2014.0;22.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0101;2.0;2014.0;25.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0101;3.0;2014.0;4.0;12.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0101;2.0;2014.0;25.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0101;12.0;2013.0;2.0;10.0;1.0;0108;24.0;37.0;9.0;4.0;320.0;320.0;9.0;4.0;43;43
1.0;0101;8.0;2013.0;11.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
1.0;0115;10.0;2013.0;17.0;9.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
5.0;0509;9.0;2013.0;17.0;7.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
18.0;1801;11.0;2013.0;3.0;10.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
2.0;0207;6.0;2013.0;11.0;3.0;2.0;0201;48.0;999.0;4.0;4.0;320.0;320.0;4.0;9.0;43;43
21.0;2107;6.0;2013.0;29.0;5.0;21.0;2101;26.0;35.0;4.0;4.0;320.0;320.0;4.0;4.0;43;43
4.0;0401;5.0;2013.0;4.0;2.0;4.0;0401;32.0;33.0;4.0;4.0;320.0;320.0;4.0;5.0;43;43
1.0;0114;11.0;2013.0;13.0;9.0;1.0;0114;35.0;32.0;4.0;4.0;320.0;320.0;9.0;9.0;43;43
9.0;0916;7.0;2013.0;20.0;6.0;11.0;1101;31.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;43;43
1.0;0114;4.0;2013.0;11.0;3.0;1.0;0114;30.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;43;43
22.0;2202;12.0;2013.0;26.0;9.0;22.0;2202;24.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;43;43
1.0;0101;12.0;2013.0;15.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;43
17.0;1708;4.0;2013.0;11.0;3.0;17.0;1712;24.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;43;51
15.0;1501;2.0;2014.0;9.0;12.0;15.0;1501;28.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;43;33
1.0;0101;12.0;2013.0;17.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;9.0;2013.0;15.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
21.0;2101;1.0;2014.0;9.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
18.0;1801;6.0;2013.0;18.0;4.0;18.0;1801;36.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;43;41
4.0;0416;5.0;2014.0;29.0;8.0;4.0;0401;34.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;43;33
3.0;0301;2.0;2014.0;11.0;12.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;3.0;2014.0;10.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;3.0;2014.0;10.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;1.0;2014.0;20.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;8.0;2013.0;21.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;4.0;2013.0;11.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;11.0;2013.0;10.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0107;3.0;2013.0;7.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
14.0;1401;10.0;2013.0;5.0;9.0;14.0;1401;999.0;34.0;9.0;4.0;320.0;320.0;9.0;5.0;43;41
7.0;0710;11.0;2013.0;4.0;11.0;7.0;0701;32.0;26.0;1.0;9.0;320.0;320.0;4.0;4.0;43;41
1.0;0101;6.0;2013.0;18.0;4.0;1.0;0101;27.0;36.0;4.0;4.0;320.0;320.0;5.0;4.0;43;41
1.0;0114;11.0;2013.0;4.0;10.0;1.0;0114;31.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;43;41
19.0;1901;11.0;2013.0;24.0;9.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
1.0;0101;6.0;2014.0;10.0;4.0;1.0;0108;999.0;29.0;9.0;4.0;320.0;320.0;9.0;4.0;43;52
16.0;1601;5.0;2013.0;25.0;3.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
1.0;0101;2.0;2014.0;21.0;10.0;1.0;0101;40.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;43;NEOG
1.0;0101;7.0;2013.0;6.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;41
5.0;0501;12.0;2013.0;8.0;10.0;5.0;0501;35.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;43;23
1.0;0115;3.0;2013.0;28.0;2.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
1.0;0102;2.0;2014.0;9.0;12.0;1.0;0101;24.0;20.0;4.0;4.0;320.0;320.0;3.0;2.0;43;NEOG
1.0;0101;4.0;2014.0;3.0;12.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
1.0;0101;10.0;2013.0;21.0;6.0;13.0;1312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
1.0;0101;9.0;2013.0;10.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
16.0;1601;12.0;2013.0;4.0;9.0;16.0;1601;30.0;24.0;4.0;4.0;320.0;320.0;4.0;3.0;43;NEOG
12.0;1217;3.0;2014.0;2.0;12.0;12.0;1217;44.0;44.0;4.0;4.0;320.0;320.0;4.0;2.0;43;NEOG
1.0;0101;1.0;2014.0;15.0;5.0;1.0;0101;27.0;25.0;4.0;4.0;320.0;320.0;4.0;4.0;44;44
1.0;0117;3.0;2013.0;15.0;2.0;1.0;0101;27.0;999.0;4.0;9.0;320.0;320.0;3.0;9.0;44;IGNORADO
1.0;0117;6.0;2013.0;15.0;4.0;1.0;0101;26.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;44;41
14.0;1401;2.0;2014.0;19.0;12.0;14.0;1403;59.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;51;IGNORADO
22.0;2203;4.0;2013.0;21.0;3.0;22.0;2201;20.0;22.0;4.0;4.0;320.0;320.0;2.0;5.0;51;23
11.0;1109;6.0;2014.0;18.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;51;NEOG
9.0;0920;3.0;2014.0;17.0;10.0;13.0;1301;39.0;33.0;9.0;9.0;320.0;320.0;9.0;9.0;51;NEOG
3.0;0301;6.0;2013.0;3.0;5.0;3.0;0301;22.0;20.0;4.0;4.0;320.0;320.0;4.0;4.0;51;NEOG
1.0;0101;9.0;2013.0;19.0;7.0;1.0;0101;45.0;28.0;4.0;4.0;320.0;320.0;4.0;5.0;51;51
13.0;1301;1.0;2014.0;30.0;10.0;17.0;1703;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;51;IGNORADO
22.0;2202;4.0;2013.0;1.0;4.0;22.0;2202;22.0;21.0;4.0;4.0;320.0;320.0;2.0;2.0;51;NEOG
1.0;0101;4.0;2014.0;30.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;192.0;320.0;9.0;9.0;51;NEOG
1.0;0101;12.0;2013.0;17.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;51;NEOG
11.0;1102;3.0;2013.0;11.0;1.0;11.0;1101;999.0;33.0;9.0;4.0;320.0;320.0;9.0;4.0;51;12
1.0;0101;9.0;2013.0;25.0;6.0;1.0;0101;21.0;22.0;4.0;4.0;320.0;320.0;3.0;4.0;51;23
1.0;0101;12.0;2013.0;1.0;10.0;1.0;0108;25.0;23.0;9.0;9.0;320.0;320.0;9.0;4.0;51;34
9.0;0901;7.0;2013.0;9.0;5.0;9.0;0901;36.0;35.0;9.0;4.0;320.0;320.0;9.0;9.0;51;NEOG
22.0;2202;10.0;2013.0;2.0;10.0;22.0;2202;50.0;24.0;4.0;4.0;320.0;320.0;9.0;3.0;51;NEOG
1.0;0102;9.0;2013.0;15.0;2.0;1.0;0101;36.0;28.0;4.0;4.0;320.0;320.0;2.0;3.0;51;NEOG
1.0;0101;9.0;2013.0;8.0;4.0;1.0;0101;26.0;36.0;4.0;4.0;320.0;320.0;3.0;9.0;51;NEOG
1.0;0101;4.0;2014.0;4.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;51;NEOG
1.0;0101;9.0;2013.0;22.0;1.0;1.0;0108;27.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;51;NEOG
1.0;0109;2.0;2014.0;9.0;9.0;1.0;0109;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;52;IGNORADO
15.0;1504;6.0;2014.0;20.0;11.0;15.0;1504;38.0;30.0;9.0;9.0;320.0;320.0;1.0;9.0;52;IGNORADO
1.0;0101;8.0;2013.0;10.0;6.0;1.0;0101;999.0;65.0;9.0;9.0;320.0;320.0;9.0;9.0;52;IGNORADO
1.0;0101;7.0;2013.0;20.0;5.0;1.0;0101;49.0;999.0;4.0;9.0;320.0;320.0;4.0;1.0;52;IGNORADO
4.0;0406;6.0;2013.0;20.0;5.0;1.0;0101;49.0;999.0;4.0;9.0;320.0;320.0;4.0;1.0;52;IGNORADO
1.0;0116;8.0;2013.0;26.0;6.0;1.0;0115;42.0;999.0;4.0;9.0;320.0;320.0;5.0;9.0;52;IGNORADO
6.0;0608;5.0;2014.0;13.0;6.0;6.0;0608;37.0;999.0;4.0;9.0;320.0;840.0;3.0;9.0;52;IGNORADO
1.0;0101;8.0;2013.0;30.0;7.0;1.0;0108;34.0;30.0;4.0;4.0;320.0;320.0;4.0;5.0;52;26
1.0;0101;9.0;2013.0;17.0;7.0;1.0;0101;55.0;50.0;9.0;4.0;32.0;320.0;1.0;5.0;52;12
1.0;0101;6.0;2013.0;22.0;4.0;1.0;0101;41.0;34.0;4.0;4.0;320.0;320.0;4.0;5.0;52;12
1.0;0101;10.0;2013.0;13.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;192.0;320.0;9.0;9.0;52;NEOG
1.0;0101;2.0;2014.0;20.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;52;NEOG
1.0;0101;6.0;2014.0;10.0;9.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
1.0;0101;1.0;2014.0;5.0;9.0;4.0;0409;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
3.0;0306;2.0;2014.0;18.0;11.0;5.0;0501;999.0;57.0;9.0;1.0;320.0;320.0;9.0;1.0;52;NEOG
1.0;0101;9.0;2013.0;3.0;6.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;52;NEOG
1.0;0101;5.0;2013.0;7.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
1.0;0113;7.0;2013.0;20.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
22.0;2205;2.0;2013.0;31.0;1.0;22.0;2205;52.0;46.0;9.0;4.0;320.0;320.0;1.0;4.0;52;NEOG
11.0;1102;5.0;2013.0;5.0;4.0;11.0;1102;999.0;31.0;9.0;1.0;320.0;320.0;9.0;2.0;52;NEOG
1.0;0101;6.0;2013.0;18.0;4.0;1.0;0101;34.0;31.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
20.0;2008;8.0;2013.0;13.0;3.0;20.0;2001;40.0;29.0;9.0;9.0;320.0;320.0;1.0;1.0;52;NEOG
14.0;1401;10.0;2013.0;15.0;8.0;14.0;1401;40.0;41.0;1.0;1.0;320.0;320.0;2.0;1.0;52;NEOG
14.0;1406;1.0;2014.0;25.0;10.0;14.0;1406;26.0;33.0;1.0;1.0;320.0;320.0;9.0;9.0;52;NEOG
14.0;1406;6.0;2014.0;25.0;10.0;14.0;1406;25.0;33.0;1.0;1.0;320.0;320.0;9.0;9.0;52;NEOG
8.0;0805;1.0;2014.0;10.0;12.0;8.0;0805;27.0;22.0;1.0;1.0;320.0;320.0;1.0;1.0;52;NEOG
8.0;0805;5.0;2013.0;6.0;2.0;8.0;0805;22.0;22.0;1.0;1.0;320.0;320.0;1.0;1.0;52;NEOG
1.0;0101;9.0;2013.0;16.0;5.0;1.0;0101;47.0;999.0;4.0;9.0;320.0;320.0;2.0;9.0;52;NEOG
1.0;0101;7.0;2013.0;21.0;5.0;1.0;0101;66.0;62.0;4.0;4.0;320.0;320.0;2.0;4.0;52;NEOG
18.0;1801;9.0;2013.0;18.0;7.0;18.0;1801;63.0;61.0;4.0;4.0;320.0;320.0;9.0;1.0;52;NEOG
9.0;0923;12.0;2013.0;25.0;10.0;9.0;0923;59.0;59.0;4.0;9.0;320.0;320.0;4.0;9.0;52;NEOG
15.0;1501;7.0;2013.0;11.0;6.0;15.0;1501;53.0;53.0;4.0;5.0;320.0;320.0;2.0;2.0;52;NEOG
1.0;0101;9.0;2013.0;20.0;3.0;1.0;0108;65.0;45.0;4.0;4.0;320.0;320.0;2.0;1.0;52;NEOG
5.0;0512;5.0;2013.0;21.0;5.0;5.0;0512;49.0;45.0;4.0;4.0;320.0;320.0;2.0;2.0;52;NEOG
1.0;0101;9.0;2013.0;12.0;9.0;1.0;0101;35.0;38.0;4.0;9.0;320.0;320.0;5.0;1.0;52;NEOG
1.0;0101;5.0;2013.0;12.0;4.0;1.0;0101;33.0;30.0;4.0;4.0;320.0;320.0;2.0;2.0;52;NEOG
22.0;2202;5.0;2013.0;5.0;4.0;22.0;2201;39.0;28.0;4.0;4.0;320.0;320.0;3.0;2.0;52;NEOG
11.0;1102;10.0;2013.0;28.0;6.0;11.0;1101;28.0;25.0;4.0;4.0;320.0;320.0;4.0;3.0;52;NEOG
1.0;0101;2.0;2013.0;22.0;1.0;1.0;0101;30.0;22.0;4.0;4.0;320.0;320.0;4.0;4.0;52;NEOG
20.0;2009;9.0;2013.0;15.0;7.0;20.0;2001;40.0;20.0;4.0;4.0;320.0;320.0;3.0;2.0;52;NEOG
1.0;0101;4.0;2013.0;6.0;2.0;1.0;0101;28.0;20.0;4.0;1.0;320.0;320.0;4.0;2.0;52;NEOG
1.0;0101;11.0;2013.0;25.0;9.0;7.0;0701;57.0;999.0;5.0;9.0;320.0;320.0;3.0;9.0;52;NEOG
1.0;0101;10.0;2013.0;8.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;340.0;9.0;9.0;52;NEOG
11.0;1101;10.0;2013.0;15.0;5.0;11.0;1101;30.0;27.0;9.0;9.0;320.0;840.0;1.0;1.0;52;NEOG
1.0;0113;9.0;2013.0;19.0;4.0;1.0;0101;40.0;32.0;4.0;4.0;320.0;320.0;4.0;5.0;52;44
16.0;1601;2.0;2014.0;19.0;7.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;35
1.0;0101;11.0;2013.0;6.0;6.0;1.0;0101;29.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;52;31
1.0;0102;9.0;2013.0;6.0;8.0;1.0;0101;65.0;55.0;4.0;4.0;320.0;170.0;9.0;9.0;52;52
1.0;0101;3.0;2013.0;18.0;2.0;18.0;1801;999.0;999.0;9.0;9.0;156.0;320.0;9.0;9.0;52;52
1.0;0101;12.0;2013.0;5.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
8.0;0801;5.0;2014.0;13.0;5.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
22.0;2201;2.0;2014.0;13.0;12.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
1.0;0101;9.0;2013.0;13.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
1.0;0101;3.0;2013.0;13.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
1.0;0101;8.0;2013.0;17.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
21.0;2101;6.0;2013.0;27.0;5.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;52
1.0;0101;10.0;2013.0;8.0;6.0;1.0;0101;999.0;47.0;9.0;4.0;320.0;320.0;9.0;2.0;52;52
16.0;1601;8.0;2013.0;1.0;3.0;16.0;1601;40.0;29.0;1.0;4.0;320.0;320.0;4.0;3.0;52;52
21.0;2107;6.0;2013.0;6.0;6.0;6.0;0601;65.0;53.0;4.0;4.0;320.0;320.0;2.0;2.0;52;52
22.0;2202;11.0;2013.0;19.0;11.0;22.0;2201;45.0;48.0;4.0;4.0;320.0;320.0;4.0;4.0;52;52
1.0;0108;3.0;2014.0;17.0;10.0;1.0;0108;46.0;46.0;4.0;4.0;320.0;320.0;4.0;4.0;52;52
1.0;0115;8.0;2013.0;11.0;6.0;1.0;0115;40.0;38.0;4.0;4.0;320.0;320.0;4.0;4.0;52;52
1.0;0101;1.0;2014.0;25.0;10.0;1.0;0102;36.0;37.0;4.0;4.0;320.0;320.0;4.0;4.0;52;52
9.0;0901;4.0;2013.0;7.0;2.0;9.0;0901;40.0;35.0;4.0;1.0;320.0;320.0;3.0;3.0;52;52
1.0;0115;4.0;2013.0;28.0;1.0;1.0;0101;36.0;28.0;4.0;4.0;320.0;320.0;5.0;3.0;52;52
7.0;0710;7.0;2013.0;4.0;6.0;7.0;0701;51.0;999.0;4.0;9.0;380.0;320.0;9.0;9.0;52;52
1.0;0101;5.0;2013.0;8.0;3.0;1.0;0101;999.0;34.0;4.0;4.0;840.0;320.0;4.0;4.0;52;52
15.0;1501;3.0;2013.0;22.0;1.0;15.0;1501;43.0;41.0;1.0;4.0;320.0;320.0;2.0;2.0;52;52
3.0;0312;1.0;2014.0;27.0;12.0;3.0;0312;36.0;29.0;4.0;4.0;320.0;320.0;4.0;5.0;52;24
1.0;0114;5.0;2013.0;14.0;3.0;1.0;0101;46.0;43.0;4.0;4.0;320.0;320.0;4.0;4.0;52;NEOG
14.0;1407;8.0;2013.0;12.0;7.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
8.0;0805;1.0;2014.0;24.0;6.0;8.0;0805;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;52;NEOG
7.0;0704;9.0;2013.0;8.0;1.0;7.0;0701;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;52;NEOG
8.0;0803;4.0;2013.0;5.0;2.0;8.0;0801;40.0;35.0;1.0;1.0;320.0;320.0;2.0;2.0;52;NEOG
8.0;0805;10.0;2013.0;17.0;9.0;8.0;0801;38.0;27.0;1.0;1.0;320.0;320.0;2.0;1.0;52;NEOG
14.0;1408;1.0;2014.0;2.0;9.0;14.0;1408;23.0;21.0;1.0;1.0;320.0;320.0;2.0;2.0;52;NEOG
1.0;0114;9.0;2013.0;30.0;7.0;1.0;0101;44.0;37.0;4.0;4.0;320.0;320.0;2.0;2.0;52;NEOG
1.0;0101;12.0;2013.0;30.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
9.0;0920;3.0;2014.0;16.0;12.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
9.0;0920;6.0;2014.0;3.0;9.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
8.0;0801;6.0;2013.0;28.0;5.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
9.0;0920;8.0;2013.0;6.0;6.0;9.0;0920;999.0;37.0;9.0;4.0;320.0;320.0;9.0;4.0;52;NEOG
8.0;0801;4.0;2013.0;7.0;2.0;8.0;0801;42.0;40.0;1.0;1.0;320.0;320.0;9.0;9.0;52;NEOG
