DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
12.0;1202;10.0;2014.0;9.0;9.0;12.0;1202;999.0;999.0;9.0;1.0;320.0;320.0;4.0;4.0;NEOG;NEOG
7.0;0701;10.0;2014.0;18.0;6.0;7.0;0705;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
8.0;0801;10.0;2014.0;24.0;7.0;8.0;0801;999.0;999.0;1.0;1.0;320.0;320.0;9.0;9.0;61;NEOG
13.0;1301;11.0;2014.0;10.0;7.0;13.0;1310;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;61;NEOG
1.0;0109;11.0;2014.0;23.0;9.0;1.0;0109;999.0;999.0;1.0;1.0;320.0;320.0;2.0;2.0;71;IGNORADO
14.0;1413;12.0;2014.0;24.0;4.0;14.0;1413;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
1.0;0101;12.0;2014.0;17.0;10.0;8.0;0805;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;61;NEOG
8.0;0805;11.0;2014.0;21.0;8.0;8.0;0805;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;52;NEOG
1.0;0109;11.0;2014.0;14.0;8.0;1.0;0109;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;NEOG;81
9.0;0916;10.0;2014.0;26.0;9.0;9.0;0916;21.0;999.0;1.0;1.0;320.0;320.0;2.0;9.0;52;NEOG
4.0;0407;11.0;2014.0;17.0;7.0;4.0;0407;24.0;18.0;1.0;1.0;320.0;320.0;2.0;2.0;61;NEOG
9.0;0916;11.0;2014.0;16.0;9.0;9.0;0916;19.0;19.0;1.0;1.0;320.0;320.0;3.0;2.0;61;81
8.0;0801;11.0;2014.0;25.0;8.0;8.0;0801;25.0;19.0;1.0;1.0;320.0;320.0;9.0;3.0;52;NEOG
15.0;1508;12.0;2014.0;14.0;10.0;15.0;1508;28.0;19.0;1.0;1.0;320.0;320.0;3.0;3.0;83;NEOG
9.0;0914;10.0;2014.0;5.0;9.0;9.0;0914;23.0;20.0;1.0;1.0;320.0;320.0;2.0;3.0;81;NEOG
8.0;0801;11.0;2014.0;7.0;10.0;13.0;1301;27.0;20.0;1.0;1.0;320.0;320.0;2.0;2.0;52;52
14.0;1412;10.0;2014.0;24.0;6.0;14.0;1412;22.0;21.0;1.0;1.0;320.0;320.0;1.0;1.0;61;NEOG
8.0;0806;11.0;2014.0;18.0;9.0;8.0;0806;22.0;21.0;1.0;1.0;320.0;320.0;2.0;1.0;71;NEOG
9.0;0919;10.0;2014.0;25.0;8.0;9.0;0919;24.0;21.0;1.0;1.0;320.0;320.0;4.0;2.0;12;NEOG
16.0;1604;11.0;2014.0;26.0;9.0;16.0;1604;26.0;21.0;1.0;1.0;320.0;320.0;9.0;9.0;92;81
14.0;1406;10.0;2014.0;31.0;7.0;14.0;1406;26.0;22.0;1.0;1.0;320.0;320.0;9.0;9.0;75;NEOG
8.0;0801;10.0;2014.0;2.0;9.0;8.0;0801;24.0;24.0;1.0;1.0;320.0;320.0;3.0;3.0;NEOG;NEOG
7.0;0701;10.0;2014.0;18.0;3.0;7.0;0701;37.0;24.0;1.0;1.0;320.0;320.0;2.0;9.0;81;NEOG
8.0;0801;11.0;2014.0;8.0;10.0;8.0;0801;26.0;25.0;1.0;1.0;320.0;320.0;9.0;9.0;71;NEOG
14.0;1413;12.0;2014.0;28.0;5.0;14.0;1413;26.0;25.0;1.0;1.0;320.0;320.0;1.0;1.0;92;NEOG
14.0;1406;11.0;2014.0;31.0;7.0;14.0;1406;27.0;25.0;1.0;1.0;320.0;320.0;2.0;2.0;52;NEOG
8.0;0806;12.0;2014.0;10.0;10.0;8.0;0806;33.0;25.0;1.0;1.0;320.0;320.0;1.0;1.0;52;NEOG
9.0;0914;10.0;2014.0;19.0;9.0;9.0;0914;23.0;27.0;1.0;1.0;320.0;320.0;2.0;4.0;81;23
8.0;0801;10.0;2014.0;27.0;6.0;8.0;0801;27.0;27.0;1.0;1.0;320.0;320.0;9.0;3.0;71;32
1.0;0101;12.0;2014.0;23.0;9.0;1.0;0110;30.0;27.0;1.0;1.0;320.0;320.0;1.0;1.0;43;43
14.0;1406;10.0;2014.0;24.0;4.0;14.0;1406;28.0;28.0;1.0;1.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
14.0;1417;12.0;2014.0;31.0;7.0;14.0;1417;26.0;29.0;1.0;1.0;320.0;320.0;1.0;1.0;61;NEOG
7.0;0712;10.0;2014.0;28.0;7.0;7.0;0712;999.0;30.0;1.0;1.0;320.0;320.0;2.0;2.0;92;NEOG
14.0;1413;10.0;2014.0;10.0;7.0;14.0;1413;25.0;30.0;1.0;1.0;320.0;320.0;9.0;4.0;NEOG;41
4.0;0414;11.0;2014.0;12.0;8.0;1.0;0111;27.0;30.0;1.0;1.0;320.0;320.0;9.0;9.0;61;NEOG
7.0;0701;10.0;2014.0;22.0;9.0;7.0;0701;30.0;30.0;1.0;1.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0106;12.0;2014.0;24.0;7.0;1.0;0106;35.0;31.0;1.0;1.0;320.0;320.0;2.0;2.0;71;NEOG
4.0;0401;12.0;2014.0;12.0;9.0;4.0;0401;34.0;34.0;1.0;1.0;320.0;320.0;2.0;2.0;61;NEOG
16.0;1601;11.0;2014.0;26.0;8.0;16.0;1603;34.0;35.0;1.0;1.0;320.0;320.0;4.0;3.0;83;NEOG
7.0;0710;11.0;2014.0;6.0;10.0;7.0;0710;36.0;36.0;1.0;1.0;320.0;320.0;2.0;2.0;92;NEOG
7.0;0713;11.0;2014.0;30.0;10.0;7.0;0713;43.0;38.0;1.0;1.0;320.0;320.0;3.0;2.0;75;NEOG
7.0;0701;12.0;2014.0;30.0;10.0;7.0;0713;43.0;38.0;1.0;1.0;320.0;320.0;3.0;2.0;75;NEOG
20.0;2006;12.0;2014.0;22.0;9.0;20.0;2006;45.0;42.0;1.0;1.0;320.0;320.0;1.0;2.0;92;NEOG
4.0;0409;12.0;2014.0;23.0;6.0;4.0;0409;48.0;44.0;1.0;1.0;320.0;320.0;9.0;9.0;61;NEOG
5.0;0512;11.0;2014.0;17.0;9.0;1.0;0112;47.0;45.0;1.0;1.0;320.0;320.0;4.0;2.0;NEOG;NEOG
16.0;1603;12.0;2014.0;15.0;10.0;16.0;1603;50.0;46.0;1.0;1.0;320.0;320.0;1.0;2.0;IGNORADO;NEOG
17.0;1705;10.0;2014.0;18.0;2.0;16.0;1609;54.0;49.0;1.0;1.0;320.0;320.0;9.0;1.0;IGNORADO;52
3.0;0301;12.0;2014.0;29.0;9.0;3.0;0316;53.0;50.0;1.0;1.0;320.0;320.0;1.0;1.0;71;NEOG
12.0;1207;11.0;2014.0;14.0;7.0;12.0;1207;56.0;53.0;1.0;1.0;320.0;320.0;2.0;2.0;52;NEOG
9.0;0901;10.0;2014.0;14.0;7.0;9.0;0901;57.0;56.0;1.0;1.0;320.0;320.0;1.0;1.0;92;NEOG
14.0;1401;10.0;2014.0;31.0;7.0;14.0;1401;43.0;61.0;1.0;1.0;320.0;320.0;2.0;9.0;52;NEOG
9.0;0901;12.0;2014.0;29.0;10.0;9.0;0901;38.0;37.0;4.0;1.0;320.0;320.0;9.0;9.0;NEOG;NEOG
16.0;1601;12.0;2014.0;22.0;5.0;16.0;1601;43.0;40.0;1.0;1.0;320.0;320.0;5.0;4.0;NEOG;23
1.0;0101;11.0;2014.0;29.0;8.0;1.0;0101;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
18.0;1804;11.0;2014.0;5.0;11.0;18.0;1804;999.0;999.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;IGNORADO
19.0;1901;12.0;2014.0;24.0;10.0;19.0;1901;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0901;12.0;2014.0;1.0;7.0;9.0;0901;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;83;23
1.0;0101;10.0;2014.0;11.0;7.0;1.0;0101;74.0;999.0;9.0;4.0;320.0;320.0;1.0;9.0;03;41
5.0;0501;10.0;2014.0;24.0;7.0;5.0;0501;999.0;999.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;2.0;10.0;1.0;0101;26.0;19.0;9.0;4.0;320.0;320.0;1.0;4.0;NEOG;NEOG
22.0;2201;11.0;2014.0;24.0;10.0;22.0;2201;22.0;20.0;9.0;4.0;320.0;320.0;1.0;1.0;61;51
1.0;0101;11.0;2014.0;5.0;2.0;1.0;0107;999.0;23.0;9.0;4.0;320.0;320.0;9.0;2.0;IGNORADO;NEOG
20.0;2010;12.0;2014.0;30.0;7.0;20.0;2010;25.0;23.0;9.0;4.0;320.0;320.0;4.0;3.0;NEOG;51
11.0;1101;12.0;2014.0;18.0;9.0;11.0;1101;26.0;24.0;9.0;4.0;320.0;320.0;1.0;4.0;NEOG;33
1.0;0101;11.0;2014.0;8.0;4.0;1.0;0101;32.0;24.0;9.0;4.0;320.0;320.0;1.0;5.0;61;52
1.0;0101;10.0;2014.0;27.0;6.0;1.0;0101;27.0;25.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
5.0;0511;10.0;2014.0;11.0;7.0;5.0;0511;999.0;25.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;NEOG
16.0;1610;12.0;2014.0;29.0;5.0;16.0;1601;27.0;26.0;9.0;4.0;320.0;320.0;4.0;5.0;NEOG;23
1.0;0101;12.0;2014.0;27.0;10.0;1.0;0114;29.0;26.0;9.0;4.0;320.0;320.0;4.0;4.0;35;NEOG
13.0;1301;11.0;2014.0;24.0;7.0;13.0;1301;999.0;27.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;23
22.0;2216;12.0;2014.0;18.0;11.0;22.0;2216;999.0;27.0;9.0;4.0;320.0;320.0;9.0;3.0;IGNORADO;NEOG
13.0;1309;10.0;2014.0;23.0;4.0;13.0;1309;30.0;27.0;9.0;4.0;320.0;320.0;2.0;4.0;NEOG;23
18.0;1801;11.0;2014.0;6.0;10.0;18.0;1804;999.0;29.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;34
9.0;0904;12.0;2014.0;9.0;7.0;9.0;0904;999.0;29.0;9.0;4.0;320.0;320.0;1.0;1.0;61;NEOG
9.0;0909;11.0;2014.0;24.0;9.0;9.0;0901;30.0;29.0;9.0;4.0;320.0;320.0;4.0;5.0;34;21
22.0;2204;12.0;2014.0;14.0;11.0;22.0;2204;30.0;29.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;43
12.0;1214;12.0;2014.0;3.0;12.0;4.0;0401;999.0;30.0;9.0;4.0;320.0;320.0;9.0;3.0;IGNORADO;NEOG
9.0;0910;12.0;2014.0;18.0;9.0;9.0;0910;34.0;30.0;9.0;4.0;320.0;320.0;1.0;5.0;83;23
1.0;0101;12.0;2014.0;29.0;10.0;1.0;0115;35.0;31.0;9.0;4.0;320.0;320.0;1.0;5.0;NEOG;24
1.0;0101;10.0;2014.0;29.0;5.0;1.0;0117;999.0;32.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;NEOG
6.0;0603;11.0;2014.0;14.0;10.0;6.0;0602;999.0;32.0;9.0;4.0;320.0;320.0;1.0;5.0;IGNORADO;NEOG
6.0;0602;12.0;2014.0;30.0;10.0;6.0;0602;999.0;32.0;9.0;4.0;320.0;320.0;9.0;2.0;IGNORADO;NEOG
1.0;0101;11.0;2014.0;6.0;10.0;1.0;0101;50.0;32.0;9.0;4.0;320.0;320.0;1.0;2.0;71;NEOG
1.0;0101;11.0;2014.0;2.0;10.0;6.0;0611;999.0;33.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;NEOG
9.0;0901;10.0;2014.0;9.0;6.0;9.0;0901;34.0;33.0;9.0;4.0;320.0;320.0;4.0;5.0;NEOG;34
1.0;0101;10.0;2014.0;8.0;9.0;1.0;0101;37.0;33.0;9.0;4.0;320.0;320.0;4.0;4.0;43;41
4.0;0401;10.0;2014.0;25.0;8.0;4.0;0401;999.0;34.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;41
4.0;0401;10.0;2014.0;10.0;9.0;4.0;0401;999.0;34.0;9.0;4.0;320.0;320.0;9.0;3.0;IGNORADO;NEOG
1.0;0101;12.0;2014.0;17.0;6.0;22.0;2205;999.0;34.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;23
10.0;1019;11.0;2014.0;27.0;10.0;10.0;1019;33.0;34.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;33
15.0;1501;11.0;2014.0;1.0;9.0;15.0;1501;39.0;34.0;9.0;4.0;320.0;320.0;1.0;4.0;NEOG;41
4.0;0412;10.0;2014.0;1.0;8.0;4.0;0412;31.0;36.0;9.0;4.0;320.0;320.0;4.0;4.0;NEOG;41
1.0;0101;12.0;2014.0;6.0;10.0;1.0;0101;39.0;36.0;9.0;4.0;320.0;320.0;9.0;5.0;IGNORADO;NEOG
1.0;0101;11.0;2014.0;17.0;9.0;1.0;0101;999.0;37.0;9.0;4.0;320.0;320.0;9.0;3.0;81;NEOG
10.0;1010;12.0;2014.0;9.0;10.0;20.0;2004;999.0;38.0;9.0;4.0;320.0;320.0;9.0;1.0;92;NEOG
5.0;0509;10.0;2014.0;26.0;8.0;5.0;0501;999.0;39.0;9.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;11.0;2014.0;1.0;10.0;1.0;0101;999.0;39.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;52
15.0;1501;12.0;2014.0;16.0;9.0;15.0;1501;999.0;39.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;23
22.0;2205;11.0;2014.0;12.0;9.0;22.0;2205;35.0;39.0;9.0;4.0;320.0;320.0;9.0;3.0;IGNORADO;NEOG
5.0;0506;12.0;2014.0;13.0;10.0;5.0;0506;999.0;40.0;9.0;4.0;320.0;320.0;9.0;2.0;IGNORADO;NEOG
18.0;1801;12.0;2014.0;20.0;10.0;18.0;1801;999.0;40.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;23
4.0;0401;10.0;2014.0;5.0;9.0;4.0;0415;39.0;40.0;9.0;4.0;320.0;320.0;1.0;9.0;IGNORADO;IGNORADO
6.0;0612;10.0;2014.0;3.0;9.0;6.0;0612;999.0;42.0;9.0;4.0;320.0;320.0;9.0;2.0;IGNORADO;NEOG
18.0;1801;11.0;2014.0;19.0;9.0;18.0;1801;999.0;43.0;9.0;4.0;320.0;320.0;9.0;2.0;61;NEOG
16.0;1615;12.0;2014.0;9.0;9.0;16.0;1615;999.0;43.0;9.0;4.0;320.0;320.0;9.0;4.0;NEOG;NEOG
13.0;1301;12.0;2014.0;3.0;10.0;13.0;1301;999.0;44.0;9.0;4.0;320.0;320.0;1.0;4.0;IGNORADO;51
1.0;0117;11.0;2014.0;10.0;6.0;1.0;0107;47.0;45.0;9.0;4.0;320.0;320.0;1.0;2.0;61;51
1.0;0101;12.0;2014.0;9.0;9.0;5.0;0501;999.0;46.0;9.0;4.0;320.0;320.0;9.0;2.0;71;51
4.0;0402;11.0;2014.0;30.0;10.0;4.0;0402;45.0;47.0;9.0;4.0;320.0;320.0;1.0;2.0;IGNORADO;NEOG
9.0;0905;11.0;2014.0;8.0;4.0;9.0;0905;999.0;48.0;9.0;4.0;320.0;320.0;9.0;2.0;IGNORADO;52
18.0;1804;11.0;2014.0;16.0;9.0;18.0;1804;47.0;49.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;23
22.0;2202;10.0;2014.0;8.0;8.0;22.0;2205;999.0;51.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;NEOG
6.0;0610;11.0;2014.0;14.0;10.0;6.0;0610;58.0;51.0;9.0;4.0;320.0;320.0;9.0;4.0;IGNORADO;32
6.0;0613;11.0;2014.0;12.0;11.0;6.0;0613;64.0;52.0;9.0;4.0;320.0;320.0;1.0;2.0;71;51
13.0;1301;10.0;2014.0;1.0;9.0;13.0;1301;999.0;57.0;9.0;4.0;320.0;320.0;1.0;2.0;75;NEOG
22.0;2205;12.0;2014.0;16.0;9.0;22.0;2204;999.0;57.0;9.0;4.0;320.0;320.0;9.0;4.0;92;23
9.0;0921;10.0;2014.0;11.0;9.0;12.0;1218;999.0;61.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;IGNORADO
12.0;1225;10.0;2014.0;29.0;8.0;12.0;1225;74.0;73.0;9.0;4.0;320.0;320.0;9.0;1.0;IGNORADO;NEOG
2.0;0201;12.0;2014.0;2.0;10.0;2.0;0201;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
2.0;0201;12.0;2014.0;6.0;10.0;2.0;0201;999.0;19.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
12.0;1201;11.0;2014.0;11.0;7.0;12.0;1201;999.0;29.0;9.0;4.0;320.0;320.0;9.0;9.0;61;NEOG
19.0;1902;12.0;2014.0;29.0;10.0;19.0;1902;999.0;33.0;9.0;4.0;320.0;320.0;2.0;2.0;IGNORADO;IGNORADO
19.0;1903;12.0;2014.0;24.0;10.0;19.0;1903;999.0;25.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
15.0;1506;11.0;2014.0;12.0;6.0;15.0;1506;999.0;31.0;9.0;4.0;320.0;320.0;4.0;4.0;23;23
1.0;0101;11.0;2014.0;16.0;10.0;1.0;0104;999.0;32.0;9.0;4.0;320.0;320.0;9.0;9.0;72;NEOG
12.0;1201;10.0;2014.0;4.0;8.0;12.0;1201;999.0;27.0;9.0;4.0;320.0;320.0;1.0;1.0;61;NEOG
4.0;0414;11.0;2014.0;25.0;9.0;3.0;0313;999.0;30.0;9.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;19.0;5.0;12.0;1202;999.0;34.0;9.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
19.0;1903;10.0;2014.0;19.0;5.0;19.0;1903;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;61;NEOG
20.0;2007;10.0;2014.0;7.0;7.0;20.0;2007;34.0;35.0;4.0;4.0;320.0;320.0;5.0;2.0;12;NEOG
8.0;0802;10.0;2014.0;29.0;7.0;8.0;0802;27.0;18.0;1.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
1.0;0101;11.0;2014.0;8.0;5.0;16.0;1616;24.0;22.0;1.0;4.0;320.0;320.0;4.0;4.0;31;NEOG
1.0;0113;11.0;2014.0;23.0;1.0;1.0;0113;26.0;24.0;1.0;4.0;320.0;320.0;4.0;4.0;31;44
17.0;1703;12.0;2014.0;7.0;10.0;17.0;1703;24.0;26.0;1.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
11.0;1101;10.0;2014.0;22.0;9.0;11.0;1101;28.0;27.0;1.0;4.0;320.0;320.0;3.0;3.0;61;NEOG
17.0;1712;10.0;2014.0;12.0;6.0;17.0;1712;36.0;28.0;1.0;4.0;320.0;320.0;4.0;1.0;NEOG;NEOG
1.0;0101;12.0;2014.0;8.0;12.0;15.0;1503;32.0;29.0;1.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
16.0;1603;10.0;2014.0;5.0;9.0;16.0;1603;37.0;33.0;1.0;4.0;320.0;320.0;4.0;2.0;NEOG;IGNORADO
9.0;0903;10.0;2014.0;14.0;7.0;9.0;0903;34.0;34.0;1.0;4.0;320.0;320.0;4.0;4.0;26;23
17.0;1704;10.0;2014.0;10.0;7.0;17.0;1704;39.0;37.0;1.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
9.0;0901;10.0;2014.0;21.0;8.0;9.0;0901;42.0;40.0;1.0;4.0;320.0;320.0;2.0;4.0;NEOG;23
9.0;0911;10.0;2014.0;31.0;7.0;9.0;0911;34.0;999.0;1.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0920;10.0;2014.0;4.0;8.0;9.0;0920;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;14.0;7.0;1.0;0108;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;22.0;7.0;12.0;1203;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
3.0;0301;10.0;2014.0;22.0;7.0;3.0;0301;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
10.0;1021;10.0;2014.0;18.0;9.0;10.0;1002;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;NEOG
12.0;1215;10.0;2014.0;20.0;1.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;61;NEOG
1.0;0101;10.0;2014.0;21.0;8.0;1.0;0101;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
18.0;1804;10.0;2014.0;26.0;8.0;18.0;1804;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
18.0;1801;10.0;2014.0;23.0;10.0;18.0;1801;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
1.0;0101;11.0;2014.0;4.0;7.0;1.0;0101;999.0;999.0;4.0;4.0;320.0;320.0;5.0;5.0;22;22
16.0;1601;11.0;2014.0;31.0;1.0;16.0;1601;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0114;11.0;2014.0;29.0;8.0;6.0;0602;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
22.0;2217;11.0;2014.0;3.0;11.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
19.0;1904;11.0;2014.0;8.0;9.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
18.0;1802;12.0;2014.0;16.0;10.0;18.0;1804;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
12.0;1215;12.0;2014.0;12.0;9.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;2.0;1.0;61;NEOG
15.0;1501;12.0;2014.0;11.0;6.0;15.0;1501;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
12.0;1215;12.0;2014.0;4.0;11.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
12.0;1215;12.0;2014.0;7.0;10.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
1.0;0101;12.0;2014.0;6.0;10.0;1.0;0101;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
20.0;2008;11.0;2014.0;8.0;8.0;20.0;2008;35.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;61;NEOG
2.0;0205;12.0;2014.0;19.0;8.0;2.0;0205;44.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;NEOG;IGNORADO
15.0;1501;11.0;2014.0;4.0;9.0;15.0;1501;20.0;17.0;4.0;4.0;320.0;320.0;3.0;3.0;61;NEOG
2.0;0202;10.0;2014.0;23.0;6.0;2.0;0202;25.0;17.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;NEOG
1.0;0116;10.0;2014.0;23.0;7.0;1.0;0116;22.0;18.0;4.0;4.0;320.0;320.0;3.0;2.0;NEOG;NEOG
22.0;2216;11.0;2014.0;27.0;8.0;22.0;2216;24.0;18.0;4.0;4.0;320.0;320.0;4.0;4.0;33;NEOG
22.0;2201;10.0;2014.0;8.0;8.0;22.0;2216;25.0;18.0;4.0;4.0;320.0;320.0;4.0;4.0;33;NEOG
11.0;1107;12.0;2014.0;27.0;8.0;11.0;1107;20.0;19.0;4.0;4.0;320.0;320.0;3.0;2.0;01;NEOG
9.0;0902;12.0;2014.0;14.0;7.0;9.0;0902;22.0;19.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
4.0;0415;11.0;2014.0;1.0;9.0;4.0;0401;24.0;19.0;4.0;4.0;320.0;320.0;4.0;5.0;31;NEOG
13.0;1301;12.0;2014.0;14.0;4.0;13.0;1301;24.0;19.0;4.0;4.0;320.0;320.0;2.0;2.0;72;NEOG
2.0;0201;11.0;2014.0;5.0;6.0;2.0;0201;26.0;19.0;4.0;4.0;320.0;320.0;3.0;4.0;52;52
1.0;0101;12.0;2014.0;10.0;11.0;1.0;0101;26.0;19.0;4.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
11.0;1101;12.0;2014.0;18.0;8.0;11.0;1103;26.0;19.0;4.0;4.0;320.0;320.0;4.0;3.0;54;NEOG
19.0;1901;12.0;2014.0;30.0;9.0;19.0;1901;27.0;19.0;4.0;4.0;320.0;320.0;4.0;3.0;43;NEOG
5.0;0508;10.0;2014.0;2.0;9.0;5.0;0508;29.0;19.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
22.0;2202;11.0;2014.0;30.0;10.0;22.0;2201;20.0;20.0;4.0;4.0;320.0;320.0;3.0;4.0;61;NEOG
1.0;0108;10.0;2014.0;24.0;7.0;1.0;0108;22.0;20.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;NEOG
3.0;0310;10.0;2014.0;22.0;5.0;3.0;0310;22.0;20.0;4.0;4.0;320.0;320.0;4.0;3.0;NEOG;NEOG
12.0;1215;10.0;2014.0;8.0;5.0;12.0;1215;22.0;20.0;4.0;4.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0111;11.0;2014.0;24.0;9.0;1.0;0111;23.0;20.0;4.0;4.0;320.0;320.0;4.0;4.0;NEOG;NEOG
1.0;0116;12.0;2014.0;7.0;10.0;1.0;0116;23.0;20.0;4.0;4.0;320.0;320.0;3.0;3.0;NEOG;NEOG
5.0;0503;10.0;2014.0;21.0;2.0;18.0;1801;26.0;20.0;4.0;4.0;320.0;320.0;2.0;4.0;72;NEOG
2.0;0201;12.0;2014.0;3.0;12.0;2.0;0202;26.0;20.0;4.0;4.0;320.0;320.0;3.0;3.0;61;NEOG
1.0;0115;12.0;2014.0;18.0;11.0;1.0;0101;27.0;20.0;4.0;4.0;320.0;320.0;4.0;3.0;43;NEOG
16.0;1604;11.0;2014.0;17.0;7.0;15.0;1506;30.0;20.0;4.0;4.0;320.0;320.0;3.0;2.0;61;NEOG
2.0;0208;11.0;2014.0;9.0;10.0;2.0;0208;20.0;21.0;4.0;4.0;320.0;320.0;4.0;2.0;NEOG;52
1.0;0101;10.0;2014.0;3.0;9.0;1.0;0103;22.0;21.0;4.0;4.0;320.0;320.0;2.0;2.0;71;NEOG
1.0;0115;11.0;2014.0;12.0;9.0;1.0;0115;22.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;72;NEOG
19.0;1901;12.0;2014.0;12.0;5.0;19.0;1901;22.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;35;NEOG
2.0;0201;12.0;2014.0;30.0;10.0;2.0;0207;24.0;21.0;4.0;4.0;320.0;320.0;9.0;9.0;NEOG;NEOG
