DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
15.0;1501;10.0;2022.0;9.0;5.0;2022.0;15.0;1506;56.0;37.0;4.0;4.0;320.0;320.0;2.0;1.0;92;97
15.0;1506;6.0;2022.0;7.0;2.0;2022.0;15.0;1506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
10.0;1021;8.0;2022.0;10.0;8.0;2022.0;15.0;1506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
15.0;1501;11.0;2022.0;7.0;9.0;2022.0;15.0;1506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
17.0;1705;11.0;2022.0;30.0;5.0;2022.0;17.0;1706;36.0;28.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
2.0;0204;5.0;2023.0;15.0;12.0;2022.0;19.0;1906;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
20.0;2007;8.0;2022.0;9.0;5.0;2022.0;20.0;2006;41.0;35.0;9.0;9.0;320.0;320.0;2.0;2.0;92;97
20.0;2011;6.0;2022.0;25.0;5.0;2022.0;20.0;2006;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;12.0;2022.0;10.0;10.0;2022.0;21.0;2106;28.0;37.0;4.0;4.0;320.0;320.0;4.0;4.0;92;35
21.0;2101;7.0;2022.0;1.0;6.0;2022.0;21.0;2106;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;92;97
21.0;2101;11.0;2022.0;15.0;7.0;2022.0;21.0;2106;999.0;44.0;9.0;9.0;320.0;320.0;9.0;1.0;92;97
21.0;2101;5.0;2022.0;1.0;3.0;2022.0;21.0;2106;999.0;58.0;9.0;4.0;320.0;320.0;9.0;1.0;92;97
21.0;2101;12.0;2022.0;4.0;10.0;2022.0;21.0;2106;31.0;25.0;4.0;4.0;320.0;320.0;1.0;2.0;92;97
21.0;2101;7.0;2022.0;2.0;6.0;2022.0;21.0;2106;61.0;23.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
21.0;2101;12.0;2022.0;11.0;10.0;2022.0;21.0;2106;34.0;28.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
21.0;2101;6.0;2022.0;28.0;2.0;2022.0;21.0;2106;59.0;44.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
21.0;2101;9.0;2022.0;5.0;7.0;2022.0;21.0;2106;48.0;46.0;4.0;4.0;320.0;320.0;4.0;2.0;92;97
21.0;2101;3.0;2022.0;1.0;3.0;2022.0;21.0;2106;36.0;29.0;9.0;4.0;320.0;320.0;2.0;3.0;92;97
21.0;2101;6.0;2022.0;23.0;5.0;2022.0;21.0;2106;25.0;23.0;4.0;4.0;320.0;320.0;3.0;4.0;92;97
21.0;2101;6.0;2022.0;24.0;2.0;2022.0;21.0;2106;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;6.0;2022.0;27.0;4.0;2022.0;21.0;2106;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;10.0;2022.0;18.0;7.0;2022.0;21.0;2106;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;10.0;2022.0;18.0;7.0;2022.0;21.0;2106;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;10.0;2022.0;8.0;9.0;2022.0;21.0;2106;24.0;23.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
21.0;2101;9.0;2022.0;24.0;6.0;2022.0;21.0;2106;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
1.0;0101;11.0;2022.0;24.0;10.0;2022.0;1.0;0107;46.0;40.0;1.0;4.0;320.0;320.0;2.0;2.0;92;97
1.0;0111;3.0;2022.0;14.0;3.0;2022.0;1.0;0107;61.0;45.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
1.0;0105;8.0;2022.0;2.0;8.0;2022.0;1.0;0107;61.0;999.0;4.0;9.0;320.0;320.0;3.0;9.0;92;99
2.0;0201;8.0;2022.0;2.0;8.0;2022.0;2.0;0207;31.0;27.0;4.0;4.0;320.0;320.0;1.0;1.0;92;97
11.0;1105;9.0;2022.0;13.0;7.0;2022.0;2.0;0207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
1.0;0102;3.0;2022.0;4.0;3.0;2022.0;2.0;0207;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
2.0;0201;5.0;2022.0;24.0;3.0;2022.0;2.0;0207;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
2.0;0201;6.0;2022.0;17.0;5.0;2022.0;2.0;0207;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;99
4.0;0407;2.0;2023.0;27.0;10.0;2022.0;4.0;0407;32.0;31.0;4.0;1.0;320.0;320.0;2.0;1.0;92;97
1.0;0101;11.0;2022.0;25.0;10.0;2022.0;4.0;0407;42.0;45.0;1.0;1.0;320.0;320.0;1.0;2.0;92;97
4.0;0407;11.0;2022.0;3.0;8.0;2022.0;4.0;0407;28.0;30.0;1.0;4.0;320.0;320.0;2.0;2.0;92;97
10.0;1012;7.0;2022.0;27.0;6.0;2022.0;4.0;0407;30.0;28.0;1.0;9.0;320.0;320.0;3.0;2.0;92;97
4.0;0407;12.0;2022.0;21.0;10.0;2022.0;4.0;0407;46.0;999.0;1.0;9.0;320.0;320.0;2.0;9.0;92;97
4.0;0409;11.0;2022.0;12.0;9.0;2022.0;4.0;0407;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
5.0;0507;4.0;2022.0;25.0;1.0;2022.0;5.0;0507;40.0;34.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
5.0;0507;6.0;2023.0;2.0;8.0;2022.0;5.0;0507;36.0;33.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
7.0;0701;8.0;2022.0;20.0;7.0;2022.0;7.0;0707;35.0;33.0;1.0;1.0;320.0;320.0;9.0;9.0;92;97
9.0;0909;2.0;2023.0;13.0;7.0;2022.0;9.0;0907;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;92;97
11.0;1101;8.0;2022.0;28.0;7.0;2022.0;11.0;1107;38.0;36.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
11.0;1105;6.0;2022.0;6.0;6.0;2022.0;11.0;1107;25.0;24.0;4.0;4.0;320.0;320.0;2.0;1.0;92;97
11.0;1101;6.0;2022.0;6.0;5.0;2022.0;11.0;1107;60.0;49.0;4.0;4.0;320.0;320.0;2.0;1.0;92;97
11.0;1104;12.0;2022.0;2.0;12.0;2022.0;11.0;1107;34.0;32.0;4.0;9.0;320.0;320.0;3.0;2.0;92;97
11.0;1101;10.0;2022.0;14.0;2.0;2022.0;11.0;1107;36.0;35.0;4.0;4.0;320.0;320.0;3.0;3.0;92;97
11.0;1108;7.0;2022.0;5.0;7.0;2022.0;11.0;1107;39.0;33.0;4.0;4.0;320.0;320.0;4.0;3.0;92;97
11.0;1107;3.0;2022.0;14.0;3.0;2022.0;11.0;1107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
11.0;1108;6.0;2022.0;11.0;4.0;2022.0;11.0;1107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
9.0;0901;11.0;2022.0;19.0;7.0;2022.0;11.0;1107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
11.0;1107;5.0;2022.0;5.0;5.0;2022.0;11.0;1107;31.0;27.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
10.0;1021;6.0;2022.0;24.0;5.0;2022.0;11.0;1107;999.0;39.0;9.0;9.0;320.0;320.0;9.0;1.0;92;99
12.0;1207;10.0;2022.0;18.0;2.0;2022.0;12.0;1207;27.0;30.0;4.0;4.0;320.0;320.0;2.0;4.0;92;23
12.0;1202;6.0;2022.0;10.0;6.0;2022.0;12.0;1207;45.0;41.0;4.0;4.0;320.0;320.0;2.0;4.0;92;23
1.0;0101;10.0;2022.0;1.0;8.0;2022.0;12.0;1207;41.0;39.0;5.0;4.0;320.0;320.0;3.0;4.0;92;41
12.0;1207;12.0;2022.0;4.0;3.0;2022.0;12.0;1207;36.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
12.0;1207;11.0;2022.0;21.0;6.0;2022.0;12.0;1207;34.0;28.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
12.0;1207;7.0;2022.0;24.0;2.0;2022.0;12.0;1207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
12.0;1207;10.0;2022.0;31.0;5.0;2022.0;12.0;1207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
12.0;1207;6.0;2022.0;27.0;4.0;2022.0;12.0;1207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
12.0;1207;12.0;2022.0;1.0;9.0;2022.0;12.0;1207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
13.0;1307;5.0;2022.0;7.0;2.0;2022.0;13.0;1307;43.0;40.0;4.0;9.0;320.0;320.0;3.0;4.0;92;23
13.0;1307;11.0;2022.0;15.0;6.0;2022.0;13.0;1307;47.0;41.0;1.0;1.0;320.0;320.0;1.0;1.0;92;97
13.0;1307;6.0;2022.0;21.0;3.0;2022.0;13.0;1307;31.0;30.0;1.0;9.0;320.0;320.0;2.0;2.0;92;97
13.0;1307;11.0;2022.0;15.0;8.0;2022.0;13.0;1307;46.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;92;99
15.0;1501;1.0;2023.0;21.0;12.0;2022.0;15.0;1507;39.0;33.0;4.0;4.0;320.0;320.0;2.0;4.0;92;43
15.0;1507;11.0;2022.0;28.0;6.0;2022.0;15.0;1507;45.0;35.0;9.0;4.0;320.0;320.0;3.0;1.0;92;97
1.0;0101;8.0;2022.0;27.0;7.0;2022.0;15.0;1507;28.0;26.0;4.0;5.0;320.0;320.0;2.0;2.0;92;97
15.0;1501;4.0;2022.0;17.0;1.0;2022.0;15.0;1507;51.0;37.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
15.0;1507;3.0;2022.0;25.0;1.0;2022.0;15.0;1507;33.0;32.0;4.0;4.0;320.0;320.0;9.0;3.0;92;97
15.0;1507;1.0;2023.0;11.0;10.0;2022.0;15.0;1507;27.0;26.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
1.0;0111;10.0;2022.0;19.0;9.0;2022.0;16.0;1607;54.0;44.0;4.0;4.0;320.0;320.0;1.0;2.0;92;97
18.0;1801;11.0;2022.0;30.0;8.0;2022.0;16.0;1607;37.0;31.0;1.0;4.0;320.0;320.0;4.0;2.0;92;97
16.0;1607;11.0;2022.0;26.0;8.0;2022.0;16.0;1607;33.0;34.0;4.0;1.0;320.0;320.0;1.0;3.0;92;97
17.0;1707;3.0;2022.0;17.0;2.0;2022.0;17.0;1707;57.0;31.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
19.0;1907;11.0;2022.0;10.0;10.0;2022.0;19.0;1907;48.0;35.0;4.0;4.0;320.0;320.0;1.0;2.0;92;97
19.0;1902;8.0;2022.0;24.0;2.0;2022.0;19.0;1907;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
19.0;1908;6.0;2022.0;19.0;5.0;2022.0;19.0;1907;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
19.0;1901;2.0;2023.0;22.0;9.0;2022.0;19.0;1907;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
20.0;2001;3.0;2023.0;28.0;6.0;2022.0;19.0;1907;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;92;97
20.0;2007;5.0;2023.0;27.0;5.0;2022.0;20.0;2007;35.0;39.0;4.0;5.0;320.0;340.0;2.0;1.0;92;97
20.0;2007;7.0;2022.0;31.0;3.0;2022.0;20.0;2007;25.0;24.0;4.0;9.0;320.0;320.0;2.0;2.0;92;97
20.0;2007;8.0;2022.0;16.0;6.0;2022.0;20.0;2007;39.0;30.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
20.0;2007;11.0;2022.0;17.0;10.0;2022.0;20.0;2007;27.0;26.0;4.0;4.0;320.0;320.0;3.0;3.0;92;97
21.0;2101;10.0;2022.0;31.0;8.0;2022.0;21.0;2107;46.0;43.0;4.0;4.0;320.0;320.0;2.0;4.0;92;23
1.0;0101;4.0;2022.0;5.0;4.0;2022.0;21.0;2107;999.0;51.0;4.0;4.0;320.0;320.0;9.0;4.0;92;23
21.0;2101;9.0;2022.0;20.0;7.0;2022.0;21.0;2107;41.0;42.0;4.0;4.0;320.0;320.0;2.0;2.0;92;52
1.0;0101;4.0;2022.0;15.0;2.0;2022.0;21.0;2107;33.0;30.0;4.0;4.0;320.0;320.0;1.0;1.0;92;97
1.0;0111;10.0;2022.0;20.0;9.0;2022.0;21.0;2107;23.0;21.0;4.0;4.0;320.0;320.0;2.0;1.0;92;97
1.0;0103;8.0;2022.0;14.0;1.0;2022.0;21.0;2107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;92;97
21.0;2101;8.0;2022.0;8.0;6.0;2022.0;21.0;2107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;1.0;2023.0;14.0;11.0;2022.0;21.0;2107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;9.0;2022.0;22.0;6.0;2022.0;21.0;2107;66.0;58.0;9.0;4.0;320.0;320.0;4.0;5.0;92;97
22.0;2202;8.0;2022.0;1.0;8.0;2022.0;22.0;2207;70.0;56.0;4.0;4.0;320.0;320.0;1.0;2.0;92;97
22.0;2207;10.0;2022.0;19.0;9.0;2022.0;22.0;2207;62.0;61.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
20.0;2011;3.0;2022.0;3.0;2.0;2022.0;22.0;2207;26.0;23.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
22.0;2207;3.0;2022.0;9.0;2.0;2022.0;22.0;2207;32.0;34.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
22.0;2201;5.0;2022.0;7.0;4.0;2022.0;22.0;2207;47.0;999.0;4.0;9.0;320.0;320.0;1.0;9.0;92;99
22.0;2207;7.0;2022.0;19.0;5.0;2022.0;22.0;2207;53.0;49.0;4.0;4.0;320.0;320.0;9.0;9.0;92;99
1.0;0115;3.0;2022.0;2.0;2.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
10.0;1003;12.0;2022.0;24.0;11.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
1.0;0101;7.0;2022.0;9.0;6.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
1.0;0101;10.0;2022.0;23.0;8.0;2022.0;1.0;0108;36.0;35.0;4.0;4.0;320.0;320.0;2.0;4.0;92;97
1.0;0101;8.0;2022.0;28.0;7.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
1.0;0101;5.0;2022.0;27.0;4.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
1.0;0101;9.0;2022.0;4.0;8.0;2022.0;1.0;0108;39.0;41.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
2.0;0201;1.0;2023.0;7.0;12.0;2022.0;2.0;0208;49.0;46.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
1.0;0101;3.0;2022.0;4.0;2.0;2022.0;2.0;0208;55.0;50.0;4.0;4.0;320.0;320.0;2.0;4.0;92;97
21.0;2101;6.0;2022.0;19.0;1.0;2022.0;2.0;0208;43.0;39.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
2.0;0201;11.0;2022.0;19.0;10.0;2022.0;2.0;0208;36.0;31.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
4.0;0401;12.0;2022.0;12.0;9.0;2022.0;2.0;0208;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
1.0;0115;12.0;2022.0;4.0;10.0;2022.0;5.0;0508;44.0;43.0;4.0;4.0;320.0;320.0;2.0;9.0;92;97
6.0;0601;6.0;2022.0;29.0;4.0;2022.0;6.0;0608;32.0;34.0;4.0;4.0;320.0;320.0;2.0;4.0;92;41
1.0;0101;1.0;2023.0;8.0;12.0;2022.0;6.0;0608;43.0;38.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
6.0;0601;10.0;2022.0;22.0;9.0;2022.0;6.0;0608;46.0;41.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
6.0;0601;6.0;2022.0;26.0;5.0;2022.0;6.0;0608;64.0;53.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
6.0;0601;12.0;2022.0;3.0;11.0;2022.0;6.0;0608;26.0;24.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
6.0;0601;8.0;2022.0;17.0;8.0;2022.0;6.0;0608;26.0;24.0;4.0;4.0;320.0;320.0;3.0;3.0;92;97
6.0;0608;10.0;2022.0;5.0;10.0;2022.0;6.0;0608;45.0;30.0;4.0;4.0;320.0;320.0;2.0;4.0;92;97
6.0;0601;10.0;2022.0;1.0;7.0;2022.0;6.0;0608;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
1.0;0101;6.0;2022.0;20.0;5.0;2022.0;6.0;0608;999.0;34.0;9.0;9.0;320.0;320.0;9.0;1.0;92;99
6.0;0601;7.0;2022.0;26.0;5.0;2022.0;6.0;0608;59.0;39.0;4.0;9.0;320.0;320.0;2.0;2.0;92;99
6.0;0601;10.0;2022.0;22.0;9.0;2022.0;6.0;0608;42.0;37.0;4.0;9.0;320.0;320.0;2.0;9.0;92;99
8.0;0808;1.0;2023.0;26.0;10.0;2022.0;8.0;0808;23.0;24.0;1.0;4.0;320.0;320.0;2.0;3.0;92;97
9.0;0901;7.0;2022.0;5.0;7.0;2022.0;9.0;0908;28.0;24.0;1.0;1.0;320.0;320.0;3.0;2.0;92;97
10.0;1008;7.0;2022.0;15.0;6.0;2022.0;10.0;1008;31.0;30.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
10.0;1008;11.0;2022.0;30.0;8.0;2022.0;10.0;1008;31.0;30.0;4.0;1.0;320.0;320.0;2.0;4.0;92;97
10.0;1008;1.0;2022.0;17.0;1.0;2022.0;10.0;1008;41.0;27.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
11.0;1109;3.0;2022.0;22.0;3.0;2022.0;11.0;1108;26.0;24.0;4.0;4.0;320.0;320.0;3.0;2.0;92;97
11.0;1108;7.0;2022.0;14.0;7.0;2022.0;11.0;1108;30.0;27.0;4.0;4.0;320.0;320.0;2.0;4.0;92;97
11.0;1101;3.0;2022.0;10.0;2.0;2022.0;11.0;1108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
11.0;1101;2.0;2023.0;28.0;10.0;2022.0;11.0;1108;43.0;44.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
11.0;1108;12.0;2022.0;8.0;12.0;2022.0;11.0;1108;32.0;32.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
12.0;1208;11.0;2022.0;2.0;9.0;2022.0;12.0;1208;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
13.0;1301;8.0;2022.0;9.0;2.0;2022.0;13.0;1308;61.0;61.0;9.0;9.0;320.0;320.0;1.0;1.0;92;97
13.0;1317;4.0;2023.0;14.0;12.0;2022.0;13.0;1308;75.0;41.0;1.0;9.0;320.0;320.0;1.0;1.0;92;97
13.0;1308;7.0;2022.0;25.0;4.0;2022.0;13.0;1308;31.0;27.0;1.0;1.0;320.0;320.0;2.0;1.0;92;97
1.0;0111;4.0;2022.0;21.0;4.0;2022.0;13.0;1308;34.0;34.0;1.0;1.0;320.0;320.0;2.0;1.0;92;97
11.0;1103;5.0;2022.0;18.0;4.0;2022.0;13.0;1308;31.0;32.0;1.0;4.0;320.0;320.0;2.0;1.0;92;97
13.0;1308;8.0;2022.0;11.0;7.0;2022.0;13.0;1308;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
13.0;1308;8.0;2022.0;16.0;6.0;2022.0;13.0;1308;34.0;31.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
14.0;1408;6.0;2022.0;4.0;3.0;2022.0;14.0;1408;23.0;20.0;1.0;1.0;320.0;320.0;1.0;2.0;92;97
15.0;1501;4.0;2023.0;22.0;12.0;2022.0;15.0;1508;28.0;31.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
15.0;1508;1.0;2023.0;23.0;3.0;2022.0;15.0;1508;28.0;28.0;1.0;1.0;320.0;320.0;2.0;3.0;92;97
14.0;1412;11.0;2022.0;3.0;8.0;2022.0;15.0;1508;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
16.0;1602;12.0;2022.0;18.0;10.0;2022.0;16.0;1608;39.0;32.0;1.0;1.0;320.0;320.0;1.0;1.0;92;97
16.0;1608;6.0;2022.0;4.0;3.0;2022.0;16.0;1608;35.0;29.0;1.0;1.0;320.0;320.0;3.0;1.0;92;97
17.0;1712;1.0;2023.0;2.0;12.0;2022.0;17.0;1708;41.0;999.0;4.0;9.0;320.0;320.0;2.0;1.0;92;97
17.0;1712;1.0;2023.0;2.0;12.0;2022.0;17.0;1708;46.0;41.0;4.0;4.0;320.0;320.0;1.0;2.0;92;97
1.0;0111;11.0;2022.0;26.0;9.0;2022.0;17.0;1708;35.0;31.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
17.0;1712;1.0;2023.0;1.0;12.0;2022.0;17.0;1708;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
21.0;2101;1.0;2023.0;25.0;11.0;2022.0;19.0;1908;38.0;36.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
20.0;2007;12.0;2022.0;30.0;8.0;2022.0;20.0;2008;38.0;29.0;4.0;4.0;320.0;320.0;2.0;4.0;92;34
20.0;2001;5.0;2022.0;21.0;3.0;2022.0;20.0;2008;51.0;41.0;4.0;4.0;320.0;320.0;2.0;2.0;92;75
20.0;2001;12.0;2022.0;24.0;10.0;2022.0;20.0;2008;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;92;97
20.0;2007;3.0;2022.0;3.0;2.0;2022.0;20.0;2008;37.0;34.0;4.0;4.0;320.0;320.0;2.0;1.0;92;97
20.0;2008;6.0;2022.0;18.0;1.0;2022.0;20.0;2008;35.0;25.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
20.0;2008;4.0;2022.0;24.0;2.0;2022.0;20.0;2008;57.0;50.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
20.0;2001;3.0;2023.0;18.0;7.0;2022.0;20.0;2008;34.0;36.0;4.0;4.0;320.0;320.0;2.0;3.0;92;97
20.0;2008;3.0;2023.0;17.0;10.0;2022.0;20.0;2008;31.0;34.0;4.0;4.0;320.0;320.0;3.0;3.0;92;97
21.0;2101;6.0;2022.0;8.0;2.0;2022.0;20.0;2008;32.0;28.0;5.0;4.0;222.0;320.0;1.0;9.0;92;97
20.0;2008;3.0;2022.0;19.0;1.0;2022.0;20.0;2008;56.0;36.0;4.0;4.0;320.0;320.0;2.0;9.0;92;97
22.0;2208;5.0;2022.0;9.0;5.0;2022.0;22.0;2208;999.0;999.0;4.0;4.0;320.0;320.0;2.0;4.0;92;35
22.0;2208;7.0;2022.0;9.0;6.0;2022.0;22.0;2208;46.0;33.0;4.0;4.0;320.0;320.0;2.0;4.0;92;43
22.0;2208;10.0;2022.0;14.0;6.0;2022.0;22.0;2208;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;92;97
15.0;1506;1.0;2023.0;29.0;8.0;2022.0;1.0;0109;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;92;97
1.0;0111;10.0;2022.0;7.0;10.0;2022.0;1.0;0109;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;92;99
4.0;0401;3.0;2022.0;28.0;2.0;2022.0;4.0;0409;30.0;27.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
4.0;0409;1.0;2023.0;19.0;9.0;2022.0;4.0;0409;29.0;21.0;1.0;1.0;320.0;320.0;2.0;2.0;92;97
5.0;0509;8.0;2022.0;10.0;3.0;2022.0;5.0;0509;38.0;37.0;4.0;4.0;320.0;320.0;3.0;4.0;92;23
5.0;0501;12.0;2022.0;10.0;11.0;2022.0;5.0;0509;31.0;35.0;4.0;4.0;320.0;320.0;2.0;4.0;92;41
5.0;0510;9.0;2022.0;19.0;4.0;2022.0;5.0;0509;48.0;999.0;4.0;9.0;320.0;320.0;2.0;1.0;92;97
5.0;0509;5.0;2022.0;18.0;3.0;2022.0;5.0;0509;32.0;28.0;9.0;4.0;320.0;320.0;1.0;3.0;92;97
1.0;0101;5.0;2022.0;21.0;4.0;2022.0;6.0;0609;51.0;51.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
6.0;0601;11.0;2022.0;6.0;10.0;2022.0;6.0;0609;49.0;50.0;4.0;9.0;320.0;320.0;1.0;9.0;92;97
7.0;0701;2.0;2023.0;30.0;11.0;2022.0;7.0;0709;25.0;27.0;1.0;1.0;320.0;320.0;2.0;3.0;92;97
9.0;0901;3.0;2022.0;2.0;3.0;2022.0;9.0;0909;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;92;97
11.0;1109;5.0;2022.0;29.0;4.0;2022.0;11.0;1109;23.0;23.0;4.0;4.0;320.0;320.0;2.0;3.0;92;81
1.0;0106;2.0;2023.0;22.0;12.0;2022.0;11.0;1109;40.0;39.0;4.0;1.0;320.0;320.0;2.0;1.0;92;97
11.0;1109;6.0;2022.0;11.0;5.0;2022.0;11.0;1109;44.0;40.0;4.0;4.0;320.0;320.0;3.0;1.0;92;97
1.0;0101;7.0;2022.0;11.0;4.0;2022.0;11.0;1109;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;92;97
1.0;0101;4.0;2022.0;10.0;3.0;2022.0;11.0;1109;29.0;21.0;1.0;4.0;320.0;320.0;2.0;2.0;92;97
11.0;1109;7.0;2022.0;21.0;6.0;2022.0;11.0;1109;26.0;25.0;4.0;4.0;320.0;320.0;2.0;2.0;92;97
11.0;1103;10.0;2022.0;12.0;10.0;2022.0;11.0;1109;29.0;30.0;4.0;1.0;320.0;320.0;2.0;2.0;92;97
12.0;1215;9.0;2022.0;16.0;8.0;2022.0;12.0;1209;50.0;44.0;1.0;4.0;320.0;320.0;2.0;2.0;92;97
12.0;1201;9.0;2022.0;1.0;9.0;2022.0;12.0;1209;26.0;24.0;1.0;1.0;320.0;320.0;3.0;3.0;92;97
13.0;1309;8.0;2022.0;6.0;4.0;2022.0;13.0;1309;53.0;61.0;1.0;1.0;320.0;320.0;3.0;1.0;92;97
16.0;1615;8.0;2022.0;25.0;1.0;2022.0;16.0;1609;28.0;22.0;1.0;1.0;320.0;320.0;1.0;2.0;92;52
16.0;1601;2.0;2022.0;31.0;1.0;2022.0;16.0;1609;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;97
17.0;1712;12.0;2022.0;29.0;8.0;2022.0;17.0;1709;37.0;35.0;9.0;4.0;320.0;320.0;1.0;9.0;92;23
