Depreg;Mupreg;Mesreg;Anoreg;Diaocu;Mesocu;Anoocu;Depocu;Mupocu;Edadhom;Edadmuj;Gethom;Getmuj;Nachom;Nacmuj;Ocuhom;Ocumuj;Mever;Anover
1.0;0101;6.0;09;27.0;5.0;09;1.0;0101;21.0;23.0;9.0;9.0;320.0;320.0;9712.0;9712.0;2.0;1991.0
1.0;0101;7.0;09;27.0;5.0;09;1.0;0101;22.0;21.0;9.0;9.0;320.0;320.0;5221.0;9712.0;11.0;1991.0
1.0;0101;10.0;09;27.0;8.0;09;1.0;0101;22.0;18.0;9.0;9.0;320.0;320.0;9712.0;9712.0;6.0;1991.0
4.0;0406;6.0;09;27.0;1.0;09;1.0;0101;50.0;48.0;1.0;1.0;320.0;320.0;9211.0;9711.0;6.0;1991.0
1.0;0101;11.0;09;29.0;1.0;09;1.0;0101;39.0;25.0;9.0;9.0;320.0;320.0;1219.0;3343.0;9.0;1991.0
12.0;1202;11.0;09;30.0;7.0;09;1.0;0101;42.0;35.0;9.0;9.0;320.0;320.0;5221.0;9712.0;9.0;1991.0
1.0;0101;8.0;09;1.0;6.0;09;1.0;0101;26.0;28.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1992.0
1.0;0101;9.0;09;1.0;5.0;09;1.0;0101;22.0;19.0;9.0;9.0;320.0;320.0;4311.0;5221.0;2.0;1992.0
1.0;0101;11.0;09;1.0;6.0;09;1.0;0101;26.0;22.0;9.0;9.0;320.0;320.0;310.0;2341.0;8.0;1992.0
1.0;0101;2.0;10;1.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;1992.0
22.0;2211;1.0;10;1.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;1992.0
1.0;0101;6.0;09;2.0;2.0;09;1.0;0101;18.0;18.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;1992.0
1.0;0101;6.0;09;2.0;3.0;09;1.0;0101;48.0;25.0;9.0;9.0;320.0;320.0;6111.0;9711.0;7.0;1992.0
1.0;0101;7.0;09;2.0;3.0;09;1.0;0101;41.0;28.0;2.0;9.0;320.0;320.0;9712.0;9999.0;7.0;1992.0
1.0;0101;7.0;09;2.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;2511.0;4311.0;3.0;1992.0
1.0;0108;12.0;09;2.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4311.0;4311.0;12.0;1992.0
1.0;0101;10.0;09;3.0;9.0;09;1.0;0101;23.0;36.0;9.0;9.0;320.0;320.0;9712.0;2141.0;11.0;1992.0
1.0;0106;6.0;09;3.0;4.0;09;1.0;0101;19.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;1992.0
1.0;0101;4.0;09;4.0;3.0;09;1.0;0101;20.0;19.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1992.0
1.0;0101;10.0;09;4.0;9.0;09;1.0;0101;31.0;42.0;9.0;9.0;320.0;320.0;2141.0;2263.0;10.0;1992.0
1.0;0101;10.0;09;4.0;6.0;09;1.0;0101;23.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1992.0
1.0;0101;6.0;09;6.0;4.0;09;1.0;0101;31.0;40.0;9.0;9.0;38.0;320.0;5221.0;3343.0;12.0;1992.0
1.0;0101;9.0;09;6.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;9.0;1992.0
1.0;0101;10.0;09;6.0;7.0;09;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9712.0;9712.0;3.0;1992.0
1.0;0101;6.0;10;6.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1992.0
1.0;0101;6.0;09;7.0;5.0;09;1.0;0101;24.0;19.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1992.0
11.0;1101;10.0;09;7.0;7.0;09;1.0;0101;24.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1992.0
11.0;1101;10.0;09;7.0;7.0;09;1.0;0101;24.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1992.0
1.0;0101;10.0;09;8.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;1992.0
1.0;0108;8.0;09;8.0;5.0;09;1.0;0101;44.0;999.0;9.0;9.0;320.0;320.0;3412.0;4311.0;7.0;1992.0
1.0;0101;4.0;09;9.0;3.0;09;1.0;0101;44.0;39.0;9.0;9.0;320.0;320.0;5249.0;5249.0;8.0;1992.0
1.0;0101;9.0;09;9.0;6.0;09;1.0;0101;19.0;14.0;9.0;9.0;320.0;320.0;9712.0;9712.0;8.0;1992.0
1.0;0101;4.0;10;10.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;1992.0
1.0;0101;12.0;09;12.0;10.0;09;1.0;0101;39.0;41.0;2.0;2.0;320.0;320.0;4131.0;2341.0;7.0;1992.0
9.0;0901;8.0;09;12.0;6.0;09;1.0;0101;999.0;999.0;2.0;9.0;320.0;320.0;2144.0;9999.0;3.0;1992.0
1.0;0101;6.0;09;13.0;5.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;4.0;1992.0
1.0;0101;12.0;09;13.0;10.0;09;1.0;0101;25.0;25.0;9.0;9.0;320.0;320.0;5221.0;4311.0;6.0;1992.0
1.0;0101;12.0;09;13.0;11.0;09;1.0;0101;43.0;39.0;2.0;2.0;320.0;320.0;5221.0;3343.0;9.0;1992.0
1.0;0101;11.0;09;14.0;10.0;09;1.0;0101;19.0;20.0;9.0;9.0;320.0;320.0;9712.0;9711.0;9.0;1992.0
1.0;0101;1.0;10;14.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1992.0
1.0;0101;2.0;10;17.0;4.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;1992.0
1.0;0101;3.0;10;17.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1992.0
5.0;0501;8.0;09;17.0;6.0;09;1.0;0101;32.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;1992.0
3.0;0301;11.0;09;17.0;6.0;09;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9999.0;9999.0;12.0;1992.0
1.0;0101;4.0;09;18.0;3.0;09;1.0;0101;24.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1992.0
1.0;0101;11.0;09;18.0;9.0;09;1.0;0101;41.0;38.0;2.0;2.0;320.0;320.0;9999.0;9999.0;10.0;1992.0
1.0;0101;5.0;09;20.0;3.0;09;1.0;0101;34.0;24.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;1992.0
1.0;0110;7.0;09;20.0;5.0;09;1.0;0101;18.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;10.0;1992.0
1.0;0101;11.0;09;22.0;10.0;09;1.0;0101;38.0;17.0;2.0;9.0;320.0;99.0;9712.0;9712.0;12.0;1992.0
1.0;0106;6.0;09;24.0;4.0;09;1.0;0101;19.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;5.0;1992.0
2.0;0206;11.0;09;26.0;8.0;09;1.0;0101;48.0;34.0;9.0;9.0;320.0;320.0;9999.0;3513.0;9.0;1992.0
1.0;0108;2.0;10;26.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1992.0
1.0;0101;10.0;09;27.0;1.0;09;1.0;0101;25.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;7.0;1992.0
1.0;0101;12.0;09;27.0;10.0;09;1.0;0101;999.0;45.0;9.0;9.0;320.0;320.0;9999.0;3343.0;11.0;1992.0
1.0;0101;10.0;09;28.0;8.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1992.0
1.0;0101;10.0;09;28.0;9.0;09;1.0;0101;38.0;35.0;9.0;9.0;320.0;320.0;5249.0;9712.0;1.0;1992.0
1.0;0101;7.0;09;29.0;5.0;09;1.0;0101;43.0;42.0;2.0;2.0;320.0;320.0;5221.0;9712.0;4.0;1992.0
1.0;0108;10.0;09;29.0;6.0;09;1.0;0101;33.0;16.0;2.0;9.0;320.0;320.0;9712.0;9712.0;10.0;1992.0
1.0;0101;7.0;09;30.0;4.0;09;1.0;0101;21.0;24.0;9.0;9.0;320.0;320.0;9712.0;4311.0;4.0;1992.0
1.0;0101;2.0;10;30.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1992.0
1.0;0101;9.0;09;1.0;5.0;09;1.0;0101;29.0;23.0;9.0;9.0;320.0;320.0;2411.0;3343.0;11.0;1993.0
1.0;0101;4.0;10;1.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1993.0
1.0;0101;6.0;10;1.0;4.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1993.0
14.0;1415;11.0;09;1.0;4.0;09;1.0;0101;22.0;22.0;1.0;9.0;320.0;320.0;6111.0;9999.0;4.0;1993.0
5.0;0505;11.0;09;2.0;9.0;09;1.0;0101;21.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;10.0;1993.0
1.0;0110;11.0;09;2.0;9.0;09;1.0;0101;999.0;22.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1993.0
1.0;0101;7.0;09;6.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;31.0;9712.0;9712.0;8.0;1993.0
1.0;0101;9.0;09;6.0;3.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;6.0;1993.0
1.0;0101;2.0;10;6.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1993.0
1.0;0101;6.0;09;9.0;3.0;09;1.0;0101;23.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1993.0
1.0;0101;8.0;09;10.0;6.0;09;1.0;0101;41.0;43.0;2.0;2.0;320.0;320.0;9712.0;9998.0;1.0;1993.0
1.0;0101;12.0;09;10.0;8.0;09;1.0;0101;20.0;19.0;9.0;9.0;320.0;320.0;2433.0;9712.0;4.0;1993.0
1.0;0101;4.0;10;10.0;9.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;1993.0
1.0;0108;5.0;10;10.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1993.0
1.0;0101;6.0;09;11.0;2.0;09;1.0;0101;22.0;23.0;9.0;9.0;320.0;31.0;5221.0;9712.0;11.0;1993.0
1.0;0101;7.0;09;11.0;6.0;09;1.0;0101;22.0;22.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1993.0
1.0;0101;11.0;09;12.0;10.0;09;1.0;0101;24.0;24.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1993.0
15.0;1503;11.0;09;12.0;10.0;09;1.0;0101;19.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1993.0
15.0;1503;1.0;10;12.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;1993.0
1.0;0108;4.0;09;12.0;3.0;09;1.0;0101;22.0;20.0;9.0;9.0;320.0;320.0;5221.0;9712.0;3.0;1993.0
1.0;0101;12.0;09;13.0;8.0;09;1.0;0101;33.0;23.0;9.0;9.0;99.0;99.0;9712.0;9712.0;2.0;1993.0
1.0;0101;8.0;09;14.0;7.0;09;1.0;0101;34.0;38.0;2.0;2.0;320.0;320.0;9712.0;9712.0;8.0;1993.0
1.0;0101;9.0;09;14.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5221.0;9998.0;11.0;1993.0
3.0;0301;10.0;09;14.0;9.0;09;1.0;0101;17.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1993.0
1.0;0111;4.0;09;15.0;4.0;09;1.0;0101;61.0;35.0;9.0;9.0;320.0;320.0;6111.0;9711.0;12.0;1993.0
1.0;0101;2.0;10;17.0;8.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1993.0
1.0;0101;4.0;10;18.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1993.0
1.0;0101;2.0;10;21.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1993.0
1.0;0101;7.0;09;24.0;2.0;09;1.0;0101;26.0;19.0;9.0;9.0;320.0;320.0;2113.0;9712.0;2.0;1993.0
1.0;0101;7.0;09;24.0;4.0;09;1.0;0101;29.0;20.0;9.0;9.0;320.0;320.0;9712.0;4311.0;10.0;1993.0
1.0;0101;8.0;09;24.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;1993.0
1.0;0117;4.0;09;25.0;3.0;09;1.0;0101;21.0;999.0;9.0;9.0;320.0;99.0;9999.0;9999.0;4.0;1993.0
1.0;0101;5.0;09;27.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;2120.0;2359.0;12.0;1993.0
1.0;0108;10.0;09;27.0;7.0;09;1.0;0101;27.0;20.0;9.0;9.0;320.0;320.0;7321.0;9712.0;12.0;1993.0
1.0;0101;8.0;09;29.0;5.0;09;1.0;0101;22.0;15.0;9.0;9.0;320.0;320.0;9712.0;9712.0;11.0;1993.0
1.0;0101;6.0;10;29.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1993.0
1.0;0101;9.0;09;30.0;3.0;09;1.0;0101;24.0;19.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1993.0
1.0;0101;11.0;09;30.0;9.0;09;1.0;0101;24.0;20.0;9.0;9.0;320.0;320.0;9712.0;9712.0;10.0;1993.0
1.0;0101;4.0;10;30.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;6.0;1993.0
1.0;0105;9.0;09;30.0;7.0;09;1.0;0101;22.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1993.0
1.0;0101;11.0;09;1.0;9.0;09;1.0;0101;28.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;7.0;1994.0
1.0;0106;10.0;09;2.0;10.0;09;1.0;0101;31.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1994.0
1.0;0101;6.0;09;3.0;4.0;09;1.0;0101;23.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;8.0;1994.0
1.0;0101;12.0;09;3.0;8.0;09;1.0;0101;26.0;24.0;9.0;9.0;320.0;320.0;9712.0;3343.0;11.0;1994.0
1.0;0101;5.0;09;6.0;3.0;09;1.0;0101;22.0;999.0;9.0;9.0;320.0;320.0;9712.0;9999.0;7.0;1994.0
1.0;0101;3.0;10;6.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;3.0;1994.0
14.0;1416;8.0;09;6.0;7.0;09;1.0;0101;36.0;30.0;9.0;9.0;320.0;320.0;6111.0;9711.0;9.0;1994.0
1.0;0113;6.0;09;6.0;3.0;09;1.0;0101;999.0;22.0;9.0;9.0;320.0;320.0;5221.0;2411.0;10.0;1994.0
22.0;2210;12.0;09;7.0;9.0;09;1.0;0101;18.0;15.0;9.0;9.0;320.0;320.0;9999.0;9999.0;9.0;1994.0
1.0;0116;3.0;10;9.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1994.0
1.0;0101;5.0;09;10.0;3.0;09;1.0;0101;21.0;18.0;9.0;9.0;320.0;320.0;9998.0;9998.0;7.0;1994.0
1.0;0101;6.0;09;11.0;3.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;2.0;1994.0
1.0;0101;9.0;09;12.0;8.0;09;1.0;0101;25.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;8.0;1994.0
1.0;0108;6.0;10;12.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;1994.0
1.0;0101;9.0;09;14.0;8.0;09;1.0;0101;33.0;28.0;9.0;9.0;320.0;320.0;4323.0;2113.0;4.0;1994.0
1.0;0116;11.0;09;14.0;7.0;09;1.0;0101;27.0;23.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;1994.0
1.0;0101;5.0;09;16.0;3.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5221.0;9712.0;3.0;1994.0
1.0;0101;6.0;09;16.0;3.0;09;1.0;0101;31.0;21.0;9.0;9.0;320.0;53.0;9712.0;9712.0;3.0;1994.0
1.0;0108;12.0;09;16.0;10.0;09;1.0;0101;33.0;30.0;9.0;9.0;320.0;320.0;7212.0;9711.0;2.0;1994.0
1.0;0101;5.0;09;17.0;3.0;09;1.0;0101;34.0;29.0;9.0;9.0;320.0;320.0;9999.0;3343.0;1.0;1994.0
1.0;0101;5.0;09;20.0;3.0;09;1.0;0101;18.0;24.0;9.0;9.0;320.0;320.0;9999.0;9999.0;3.0;1994.0
1.0;0101;6.0;09;20.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1994.0
1.0;0101;6.0;09;20.0;3.0;09;1.0;0101;24.0;37.0;9.0;9.0;320.0;320.0;9712.0;3343.0;1.0;1994.0
1.0;0101;8.0;09;20.0;7.0;09;1.0;0101;28.0;23.0;9.0;9.0;320.0;320.0;4311.0;2341.0;7.0;1994.0
1.0;0101;9.0;09;20.0;4.0;09;1.0;0101;27.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;4.0;1994.0
17.0;1712;6.0;09;20.0;1.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;1994.0
1.0;0116;2.0;09;20.0;1.0;09;1.0;0101;35.0;34.0;2.0;2.0;320.0;320.0;9999.0;9999.0;3.0;1994.0
1.0;0101;6.0;09;22.0;4.0;09;1.0;0101;20.0;17.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;1994.0
1.0;0101;6.0;09;22.0;4.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1994.0
1.0;0101;8.0;09;24.0;6.0;09;1.0;0101;35.0;21.0;9.0;9.0;320.0;320.0;3412.0;3214.0;4.0;1994.0
11.0;1102;2.0;10;25.0;8.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;1994.0
1.0;0108;7.0;09;25.0;2.0;09;1.0;0101;34.0;31.0;9.0;9.0;320.0;320.0;9712.0;9712.0;9.0;1994.0
1.0;0101;9.0;09;27.0;7.0;09;1.0;0101;31.0;18.0;9.0;9.0;320.0;320.0;8322.0;9711.0;10.0;1994.0
1.0;0101;6.0;09;28.0;5.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4311.0;3343.0;7.0;1994.0
1.0;0101;7.0;09;28.0;4.0;09;1.0;0101;27.0;37.0;9.0;9.0;36.0;320.0;2330.0;1120.0;8.0;1994.0
9.0;0901;4.0;09;28.0;1.0;09;1.0;0101;35.0;32.0;1.0;2.0;320.0;320.0;9999.0;9999.0;6.0;1994.0
9.0;0901;2.0;10;28.0;10.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;1994.0
1.0;0101;6.0;09;29.0;5.0;09;1.0;0101;19.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;10.0;1994.0
6.0;0606;10.0;09;29.0;8.0;09;1.0;0101;23.0;17.0;9.0;9.0;320.0;320.0;4311.0;9711.0;12.0;1994.0
1.0;0102;9.0;09;29.0;7.0;09;1.0;0101;32.0;27.0;9.0;9.0;320.0;320.0;7112.0;9711.0;8.0;1994.0
1.0;0101;12.0;09;30.0;10.0;09;1.0;0101;21.0;27.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1994.0
1.0;0101;3.0;10;30.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1994.0
1.0;0101;10.0;09;31.0;8.0;09;1.0;0101;999.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;8.0;1994.0
1.0;0101;7.0;09;1.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;8.0;1995.0
1.0;0101;3.0;10;2.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;12.0;1995.0
6.0;0602;10.0;09;2.0;9.0;09;1.0;0101;22.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;5.0;1995.0
1.0;0101;9.0;09;3.0;8.0;09;1.0;0101;22.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;12.0;1995.0
1.0;0101;3.0;09;7.0;1.0;09;1.0;0101;20.0;15.0;9.0;9.0;99.0;320.0;9999.0;9999.0;6.0;1995.0
1.0;0101;11.0;09;8.0;10.0;09;1.0;0101;30.0;27.0;9.0;9.0;320.0;320.0;2250.0;3343.0;7.0;1995.0
3.0;0301;9.0;09;8.0;5.0;09;1.0;0101;40.0;26.0;2.0;2.0;320.0;38.0;9999.0;9999.0;11.0;1995.0
1.0;0103;6.0;10;13.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;2.0;1995.0
1.0;0101;6.0;09;14.0;5.0;09;1.0;0101;34.0;16.0;9.0;9.0;320.0;36.0;9712.0;9712.0;10.0;1995.0
1.0;0102;10.0;09;15.0;6.0;09;1.0;0101;18.0;22.0;9.0;9.0;320.0;320.0;7223.0;9712.0;10.0;1995.0
1.0;0101;1.0;10;16.0;9.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;9.0;1995.0
1.0;0101;4.0;10;16.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;1995.0
1.0;0101;3.0;09;20.0;1.0;09;1.0;0101;18.0;20.0;9.0;9.0;320.0;320.0;9712.0;2341.0;8.0;1995.0
1.0;0101;11.0;09;20.0;7.0;09;1.0;0101;21.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;12.0;1995.0
1.0;0108;9.0;09;21.0;4.0;09;1.0;0101;26.0;16.0;9.0;9.0;320.0;320.0;9712.0;9712.0;11.0;1995.0
1.0;0101;7.0;09;22.0;4.0;09;1.0;0101;21.0;21.0;9.0;9.0;320.0;320.0;5249.0;3343.0;8.0;1995.0
1.0;0101;9.0;09;22.0;7.0;09;1.0;0101;39.0;34.0;2.0;2.0;320.0;320.0;9712.0;9712.0;8.0;1995.0
1.0;0101;10.0;09;22.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;6111.0;9711.0;9.0;1995.0
1.0;0116;6.0;09;23.0;3.0;09;1.0;0101;24.0;18.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;1995.0
1.0;0108;12.0;09;23.0;7.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;3412.0;2341.0;9.0;1995.0
1.0;0101;5.0;09;25.0;3.0;09;1.0;0101;29.0;16.0;2.0;9.0;320.0;320.0;4311.0;9999.0;2.0;1995.0
1.0;0101;12.0;09;25.0;9.0;09;1.0;0101;21.0;20.0;9.0;9.0;320.0;320.0;5221.0;2341.0;7.0;1995.0
1.0;0101;12.0;09;25.0;9.0;09;1.0;0101;44.0;999.0;9.0;9.0;320.0;320.0;2141.0;9712.0;7.0;1995.0
1.0;0106;5.0;10;26.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;7.0;1995.0
1.0;0108;4.0;10;26.0;6.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;1995.0
1.0;0101;2.0;10;29.0;5.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1995.0
1.0;0116;3.0;10;30.0;12.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;5.0;1995.0
1.0;0101;6.0;09;4.0;2.0;09;1.0;0101;31.0;32.0;9.0;9.0;320.0;320.0;9998.0;9711.0;2.0;1996.0
1.0;0101;12.0;09;5.0;10.0;09;1.0;0101;34.0;50.0;9.0;9.0;320.0;320.0;6111.0;9711.0;1.0;1996.0
1.0;0101;9.0;09;6.0;8.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9999.0;9999.0;1.0;1996.0
1.0;0106;7.0;09;6.0;5.0;09;1.0;0101;24.0;24.0;9.0;9.0;320.0;320.0;9999.0;9999.0;11.0;1996.0
1.0;0101;11.0;09;8.0;6.0;09;1.0;0101;22.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;6.0;1996.0
1.0;0101;3.0;09;9.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9998.0;9998.0;2.0;1996.0
1.0;0101;8.0;09;10.0;7.0;09;1.0;0101;36.0;34.0;2.0;2.0;320.0;320.0;9712.0;3343.0;2.0;1996.0
1.0;0101;10.0;09;10.0;9.0;09;1.0;0101;22.0;16.0;9.0;9.0;320.0;320.0;9998.0;9711.0;2.0;1996.0
15.0;1503;10.0;09;10.0;7.0;09;1.0;0101;29.0;20.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1996.0
10.0;1016;1.0;10;14.0;9.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;11.0;1996.0
1.0;0116;7.0;09;15.0;6.0;09;1.0;0101;29.0;16.0;9.0;9.0;320.0;320.0;9999.0;9999.0;2.0;1996.0
1.0;0101;5.0;10;16.0;2.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;1.0;1996.0
1.0;0108;3.0;10;16.0;11.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;1996.0
1.0;0101;5.0;10;17.0;9.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;4.0;1996.0
1.0;0101;2.0;10;18.0;8.0;09;1.0;0101;999.0;999.0;9.0;9.0;99.0;99.0;9999.0;9999.0;10.0;1996.0
1.0;0101;5.0;09;19.0;2.0;09;1.0;0101;24.0;21.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1996.0
1.0;0108;7.0;09;19.0;3.0;09;1.0;0101;20.0;23.0;9.0;9.0;320.0;320.0;9712.0;9712.0;1.0;1996.0
1.0;0101;2.0;09;20.0;1.0;09;1.0;0101;42.0;42.0;9.0;9.0;320.0;320.0;2211.0;3343.0;5.0;1996.0
1.0;0108;8.0;09;21.0;7.0;09;1.0;0101;20.0;15.0;9.0;9.0;320.0;320.0;9712.0;9712.0;3.0;1996.0
1.0;0101;4.0;09;23.0;2.0;09;1.0;0101;20.0;25.0;9.0;9.0;320.0;320.0;9712.0;9712.0;4.0;1996.0
